	city name	City Name (CDP)	full city name (carbonn)	full city name (PKU)	full city name (GEA)	full city name (UITP)	full city name (WB)	Boundary (CDP)	city_type (carbonn)	definition  (WB)	study_year (WB)	Reporting Year (CDP)	Scope-1 GHG emissions	Scope-1 source dataset	Scope-1 GHG emissions units	Year of Emission	Emissions Protocol	Gases included (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope 2 [metric ton CO2e] (CDP)	Total Emissions [metric ton CO2e] (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean [tCO2] (CDP)	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean [tCO2] (CDP)	scope fraction (CDP)	CO2 Emissions Per Capita (Ton) (PKU)	City Location (CDP)	lat	lon	coord source	country	region	Current Population (CDP)	Current Population Year (CDP)	pop (carbonn)	pop_yr (carbonn)	Urban Population (PKU)	population (GEA)	population (UITP)	population (WB)	population_year (WB)	population (others)	population (others) source year	population (others) source	pop_1950 (WB)	pop_1990 (WB)	pop_2010 (WB)	growth_rate_1950-2010 (WB)	growth_rate_1990-2010 (WB)	Ancillary from GEA+	Land area (in square km) (CDP)	area_size (GEA)	area_size (WB)	Built-up Area (km2) (PKU)	area [km2] (others)	area [km2] (others) source year	area [km2] (others) source	population_density (GEA)	population_density (UITP)	pop_density (WB)	pop/sqrt(area_size) (GEA)	pop/sqrt(area) (WB)	Average altitude (m)	Average annual temperature (in Celsius) (CDP)	weather_station_id (GEA+)	CDD_23C (GEA+)	HDD_15.5C (GEA+)	HDD_15.5C (clim)	CDD_23C (clim)	City GDP (CDP)	GDP Currency (CDP)	Year of GDP (CDP)	GDP Source (CDP)	GDP (carbonn)	nGDP (carbonn)	GDP unit (carbonn)	GDP year (carbonn)	GDP (10000 RMB) (PKU)	Income Per Capita (RMB) (PKU)	GDP-PPP [$BN] (others)	GDP-PPP/cap [$USD] (others)	GDP-PPP [$BN] (others) source	GDP-PPP year (others)	nGDP [$BN] (others)	nGDP/cap [$USD] (others)	nGDP [$BN] (others) source	nGDP [$BN] (others) source year	GDP-PPP/cap (GEA)	GDP-PPP/cap (UITP)	GDP-PPP/cap (WB)	total_final_consumption_per_capita (GEA)	energy_per_cap_CO2 (WB)	diesel_price (GEA+)	gasoline_price (GEA+)	center_of_commerce_index (GEA+)	household_size (GEA+)	year_household_size (GEA+)	household_source (GEA+)	comment_household_size (GEA+)	urbanization_ratio (GEA+)	water_bounded (GEA+)	other_bounded (GEA+)	mean travel time [min] (others)	mean travel time ref year (others)	mean travel time ref (others)	diesel_price (2014) (others)	gasoline_price (2014) (others)	household_size (updated) (others)	year_household_size (updated) (others)	household_source (updated) (others)	comment_household_size (updated) (others)	Congestion Rank (INRIX)	Peak hours spent in congestion (INRIX)	INRIX Congestion Index (INRIX)	Average Congestion Rate (INRIX)	Congestion Rank (TomTom)	Congestion Level (TomTom)	Congestion Change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	economy (IESE)	environment (IESE)	governance (IESE)	human capital (IESE)	international impact (IESE)	mobility and transportation (IESE)	public management (IESE)	social cohesion (IESE)	technology (IESE)	urban planning (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	Urban Area Name (UEX)	Low BUA - 1990 (UEX)	Low BUA – 2000 (UEX)	Low BUA – 2014 (UEX)	High BUA - 1990 (UEX)	High BUA – 2000 (UEX)	High BUA – 2014 (UEX)	Low BUA % - 1990 (UEX)	Low BUA % – 2000 (UEX)	Low BUA % – 2014 (UEX)	High BUA % - 1990 (UEX)	High BUA % – 2000 (UEX)	High BUA % – 2014 (UEX)	Low BUA pop density - 1990 (UEX)	High BUA pop density – 1990 (UEX)	Low BUA pop density – 2000 (UEX)	High BUA pop density - 2000 (UEX)	Low BUA pop density – 2014 (UEX)	High BUA pop density - 2014 (UEX)	Exports (m3)	Production (m3)	Export/Production	CH4_waste/person	CH4_(waste+natgas)/person	corrected CH4_(waste+natgas)/person	data from CIA World Fact Book for 2014
253	San Jerónimo de Montería		City of San Jerónimo de Montería						Municipality				1166.0	carbonn	tCO2-eq	2014.0	Community																		8.0	-75.0	carbonn	Colombia	Latin America & Caribbean			441301.0	2015.0						460223.0	2018.0	Wikipedia											3141.0	2018.0	Wikipedia											0	1344					3989.0	4682.7902617345	USD	2012.0																													1.04	1.08																											San Jerónimo de Montería Urban Area	8.9375	10.3125	12.6875	17.75	21.0625	26.4375	0.334894613583138	0.328685258964143	0.32428115015974396	0.6651053864168621	0.6713147410358571	0.675718849840256	1070.46449272579	6556.42882776182	1604.51227184642	14363.1102486902	1620.9108957234303	14005.310501856202							
254	San Luis Potosí	Ayuntamiento de San Luis Potosí						A metropolitan area				2016.0	1096122.89	CDP	tCO2-eq	2015.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O	the IPCC methodology was followed , implementing all the criteria therein following the classification.	Increased	Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants, thus the demand for jobs and resources increases, having a greater number of companies, workers they need transportation that is often itself.	224507.1	1320629.99		A	695516.8591818234	914221.1867669768	804869.0229744002	920023.9591818237	1138728.2867669768	1029376.1229744002	1.0		(22.173333, -100.97005)	22.151	-100.976111	https://en.wikipedia.org/wiki/San_Luis_Potosí_City	Mexico	Latin America & Caribbean	824229.0	2015.0								824229.0	2015.0	(estimate) Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/mexico-admin.php?adm2id=24028 estimate							1482.0				1471.71	2015.0	Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/mexico-admin.php?adm2id=24028						1998.0	21.0				31	2387	183992.0	MXN     Mexican Peso	2015.0	INEGI										2008.0	16.63222	13178.64947569763	[24]	2013.0																			1.02	1.03	3.8	2016	INEGI, http://www.beta.inegi.org.mx/app/areasgeograficas/?ag=24#		467.0	16.0	3.5	6.9%																			Ayuntamiento de San Luis Potosí Urban Area	64.5625	69.8125	70.5625	98.8125	117.4375	146.5625	0.395179801071155	0.37283044058745	0.324985607369027	0.604820198928845	0.62716955941255	0.675014392630973	1333.52508470476	10218.4421256284	1347.8223434627698	7189.1161688066695	789.269791315872	7528.631440032371	2973000000.0	7800000000.0	0.38	0.0078818986	0.023195197400000003	0.0173584747	
255	Santa Monica	City of Santa Monica						Administrative boundary of a local government				2017.0	119026.0	CDP	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		Decreased	State renewable portfolio standard, low carbon fuel standard, electric vehicles, 15 x 15 Action Plan	215565.0	334591.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	B	27153.7451648	73433.4231408	50293.58415280001	242718.7451648	288998.4231408	265858.5841528	1.0		(34.0219, -118.4814)	34.022	-118.481389	https://en.wikipedia.org/wiki/Santa_Monica,_California	USA	North America	92000.0	2014.0								92478.0	2016.0	https://www.census.gov/quickfacts/fact/table/santamonicacitycalifornia/PST045216							20.0				21.8077158	2010.0	https://www.census.gov/quickfacts/fact/table/santamonicacitycalifornia/PST045216						320.0	20.0				1154	528														2008.0			[20]																	26.1	(2011-2015) 		0.97	0.86	1.94	2011-2015	https://www.census.gov/quickfacts/fact/table/santamonicacitycalifornia/PST045216																								see: Los Angeles Urban Area																			42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
256	Santa Rosa		City of Santa Rosa, Laguna						Municipality				1358351.0	carbonn	tCO2-eq	2010.0	Community - GPC																		14.2843	121.088893	carbonn	Philippines	Southeast Asia			284670.0	2014.0						353767.0	2015.0	Wikipedia											54.84	2015.0	Wikipedia											0	1037						825996341.6109098																															0.82	1.05																											see: Manila Urban Area																									
257	Santarém	Santarém						Administrative boundary of a local government				2016.0	245483.0	CDP	tCO2	2006.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2				86235.0	331717.0		A							1.0000030146178822		(39.236669, -8.685994)	39.233	-8.683333	https://en.wikipedia.org/wiki/Santarém,_Portugal	Portugal	Europe	61752.0	2011.0								61752.0	2011.0	https://en.wikipedia.org/wiki/Santar%C3%A9m,_Portugal							553.0				552.54	2011.0	https://en.wikipedia.org/wiki/Santar%C3%A9m,_Portugal						108.0	16.0				464	73														2008.0																				20.1123612183103	2011	Statistics Portugal, Population and housing census – 2001; https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_indicadores&indOcorrCod=0000685&selTab=tab0&xlang=en	1.64	1.89																											Santarém Urban Area	16.875	23.875	28.0625	6.625	12.5	16.5625	0.718085106382979	0.656357388316151	0.6288515406162459	0.281914893617021	0.343642611683849	0.37114845938375396	388.56766122151197	883.398882772408	220.541067090421	2207.91927910328	184.16054494055803	1625.94461562948	0.0	1.0	0.0	0.0311275785	0.036136885099999995	0.036136885099999995	
258	Santiago	Región Metropolitana de Santiago						A metropolitan area				2016.0	23120027.8	CDP	tCO2-eq	2013.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O	GPC was used for organizing information, while for the estimation of emissions (equations and emission factors) the IPCC guidelines was used.	This is our first year of calculation	This is the firs GHG inventory for the Metropolitan Region of Santiago.	8306669.0	31426696.8	CDP2016 TOT recalculated by summing both CDP2016 scopes.	A	18362773.33588736	19932444.65382441	19147608.99485589	26669442.33588736	28239113.65382441	27454277.99485589	1.0		(-33.44889, -70.669265)	-33.45	-70.666667	https://en.wikipedia.org/wiki/Santiago	Chile	Latin America & Caribbean	7314176.0	2015.0								7310000.0	2016.0	http://www.c40.org/cities/santiago							15403.0				641.0	2016.0	http://www.c40.org/cities/santiago						520.0	14.0				227	0	125301713234.0	USD     US Dollar	2013.0	Central Bank of Chile							171.43599999999998	23929.0	[1]	2014.0	93.0	15166.340508806265	[3], [19]																	37.09	2014-2017	https://www.numbeo.com/traffic/in/Santiago, [BASED ON 36 CONTRIBUTORS]	1.09	1.52	3.5	2010	https://knoema.com/atlas/Chile/Metropolitana-de-Santiago/Average-Household-Size											40.0	39.0	110.0	71.0	71.0	91.0	125.0	79.0	129.0	96.0	62.74	85.0	RA	Región Metropolitana de Santiago Urban Area	261.6875	282.4375	340.8125	501.5625	540.75	585.8125	0.342859482476253	0.343102270138942	0.3677998111425871	0.6571405175237471	0.656897729861058	0.6322001888574129	277.15971291049	2106.72711546177	855.412829089444	9997.20658162717	1102.9692253731	10818.363629097601	0.0	1.0	0.0	0.0155646043	0.02322913	0.02322913	
259	Santiago de Cali	Santiago de Cali						Combination of administrative divisions				2016.0		CDP	tCO2-eq	2010.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O					4174608.0		D				3158858.9305162667	3725713.730070972	3442286.330293618			(3.451647, -76.531985)	3.4210000000000003	-76.522222	https://en.wikipedia.org/wiki/Cali	Colombia	Latin America & Caribbean	2369829.0	2015.0								2400653.0	2012.0	https://en.wikipedia.org/wiki/Cali#cite_note-1							566.0				619.0		https://en.wikipedia.org/wiki/Cali						995.0	24.7				0	1333	4540.0		2012.0	DAPM										2008.0																							1.04	1.08					60.0	44.0	8.6	17.1%																			Santiago de Cali Urban Area	56.0	57.8125	62.625	119.6875	122.3125	126.5	0.31874777659196	0.32095766828591304	0.33113020489094497	0.6812522234080401	0.679042331714087	0.6688697951090551	845.544915957531	12504.360650666598	1581.0227469513597	17057.840644910502	1663.54120187232	18606.553424639198	0.0	1.0	0.0	0.006765019000000001	0.015307751100000001	0.015307751100000001	
260	Santiago de Guayaquil	Santiago de Guayaquil						Administrative boundary of a local government				2016.0	5429899.0	CDP	tCO2-eq	2014.0	Other	CO2; CH4; N2O	ISO 14064: Data generating activity Greenhouse Gas (GHG) multiplied by the emission factor (EF) or removal of GHG. Eg = Da x Efa, where, Eg = corresponds to the emission of GHG. Da = corresponds to the data of GHG generating activity. EFa = corresponds to emission factor generating activity.	This is our first year of calculation		1357475.0	6787374.0		A	4438265.583820818	5073497.10756292	4755881.345691869	5795740.583820817	6430972.10756292	6113356.345691869	1.0		(-2.170998, -79.922359)	-2.1830000000000003	-79.883333	https://en.wikipedia.org/wiki/Guayaquil	Ecuador	Latin America & Caribbean	2350915.0	2010.0								3500000.0	2014.0	https://en.wikipedia.org/wiki/Guayaquil							5047.0				344.5	2014.0	https://en.wikipedia.org/wiki/Guayaquil							26.0				0	883	5862.0		2014.0	Banco Central del Ecuador, INEC (2010), Municipio de Guayaquil										2008.0																							0.29	0.6					133.0	33.0	6.3	12.2%																			Santiago de Guayaquil Urban Area	76.4375	75.5	87.5	163.0625	181.5	199.5625	0.31915448851774497	0.29377431906614804	0.304811669932506	0.680845511482255	0.7062256809338521	0.695188330067494	473.78655429769896	3839.46771748076	969.5977311751109	11993.277241184	1101.7988900156402	13733.1124370227	0.0	240000000.0	0.0	0.005414334	0.0150645511	0.0150645511	
261	Sao Paulo		Municipality of São Paulo		Sao Paulo	Sao Paulo	Sao Paulo 		Municipality	City 	2000.0		15880130.359000001	carbonn	tCO2-eq	2011.0	Community																		-23.5505	-46.633309000000004	carbonn	Brazil	Latin America & Caribbean			11253503.0	2010.0		10434252.0	16562227.0	10434252.0	2000.0	12106920.0	2017.0	Wikipedia	2334000.0	14776000.0	19649000.0	1.0361452967961176	1.0143531413572515	1.0		1522.986	1522.986		1521.11	2017.0	Wikipedia	6851.1805098668	7765.999999999999	6851.1805098668	267370.4245750429	267370.4245750429			SBSP	256.0	120.0	0	4					255288000000.0	296267786865.972	USD	1971.0			430.51	20650.0	[1]	2014.0	437.0	22200.7722007722	[3], [19]	2010.0	12273.046148780848	5319.33	12273.046148780848	22.972598373889003	0.9	1.03	1.26	42.7	3.14	2010.0	http://www.ibge.gov.br/cidadesat/topwindow.htm?1	Calculation: population/households	82.834	0.0	Near coast and not on				1.02	1.27					6.0	77.0	15.8	20.8%	71	0.3	0.01	42%	53%														Sao Paulo Urban Area	781.8125	840.9375	901.125	2086.6875	2146.0625	2214.6875	0.27255098483528	0.281532474054235	0.289210278217961	0.7274490151647199	0.7184675259457651	0.7107897217820391	1341.5213372727	9884.85787205417	428.039632853319	8451.181363865171	456.961775834498	9351.4686561422							
262	Sapporo		Sapporo City			Sapporo			Municipality				13024847.61	carbonn	tCO2-eq	2014.0	Community																		43.062	141.3544	carbonn	Japan	East Asia			1952356.0	2015.0			1757025.0			1880863.0	2016.0	Wikipedia						1.0					1121.26	2016.0	Wikipedia		7212.0				70.2		47412			3241	4						103173988731.68599					80.464	32446.0	[1]	2014.0	67.19166	30484.214748024857	[24]	2012.0		37074.79				1.3	1.42						85.978			28.0			1.1	1.38	2.12	2018	http://www.city.yokohama.lg.jp/ex/stat/jinko/city/new-e.html																								Sapporo Urban Area	161.0	164.6875	174.5625	347.5	360.0	363.8125	0.31661750245821	0.313877307921382	0.32423960993731105	0.68338249754179	0.686122692078618	0.6757603900626891	562.01993141523	5674.43461412928	454.83450488723196	6089.34742821587	433.774002990167	5629.00722661073							
263	Savannah	City of Savannah						Administrative boundary of a local government				2017.0	2381327.0	CDP	tCO2-eq	2014.0	International Emissions Analysis Protocol (ICLEI)	CO2; CH4; N2O	Inventory contains information on in-boundary transportation (transit, passenger, freight), electricity generation (residential, commercial and industrial) and stationary fuel combustion (residential, commercial and industrial).  All water and waste related emissions are already included in the municipal inventory.	This is our first year of calculation		1228219.0	3609546.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	2235855.273360186	2309135.1191153573	2272495.196237772	3464074.2733601863	3537354.1191153573	3500714.196237772	1.0		(32.0835, -81.0998)	32.017	-81.116667	https://en.wikipedia.org/wiki/Savannah,_Georgia	USA	North America	145674.0	2015.0								146763.0	2016.0	https://www.census.gov/quickfacts/fact/table/savannahcitygeorgia/PST045216							175.0				267.1574685	2010.0	https://www.census.gov/quickfacts/fact/table/savannahcitygeorgia/PST045216						15.0	19.0				678	993	15905000000.0	USD     US Dollar	2014.0	Bureau of Economic Analysis:  http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=42340&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels										2008.0	15.905		[20]																	19.7	(2011-2015) 		0.97	0.86	2.51	2011-2015	https://www.census.gov/quickfacts/fact/table/savannahcitygeorgia/PST045216																								City of Savannah Urban Area	59.125	59.25	60.875	86.1875	90.6875	93.1875	0.40688172043010795	0.39516465193830796	0.395131845841785	0.593118279569892	0.604835348061692	0.604868154158215	436.852976923901	1085.34779431793	500.796965449069	971.741064766783	614.209949796151	1128.80683837578	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
264	Seattle	City of Seattle			Seattle		Seattle 	Administrative boundary of a local government		City 	2005.0	2016.0	5150000.0	CDP	tCO2-eq	2012.0	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	CO2; CH4; SF6	Please see detailed source notes throughout the inventory document.	Decreased	The total amount of GHGs emitted from the core emissions sources has declined 6% between 2008 and 2014, from 3.7 to 3.5 million metric tons of CO2-equivalent (CO2e).  However, Seattle’s population grew by 13% in the same period resulting in a per person decline in emissions of 17%. Road transportation has been the largest category of emissions since 1990. Total emissions in this sector increased between 1990 and 2008, however, they have been decreasing since 2008. Advances in vehicle technology, plus a trend towards fewer vehicle miles travelled per person, have led both to decreased absolute emissions from road transportation (down 2% since 2008) and decreased emissions per person (down 13% during this period). Between 2008 and 2014, building-related emissions declined as a result of lower overall building energy use, particularly for residential buildings, due to energy efficiency, more multi-family living, and especially by warmer weather that reduced winter heating needs. This decline, though modest, is more impressive considering Seattle’s population and economy have grown considerably since 1990.  On a per resident basis, Seattle’s emissions declined  22% per since 1990 and 6% since 2008. A number of factors led to emissions decreases that counteracted the effect of population and economic growth, especially (as already noted) the decrease in carbon intensity of Seattle City Light’s electricity, more efficient cars and trucks, and building efficiency (including smaller dwellings) and fuel switching.  Increased efficiency of air travel also contributed to a decrease in GHG emissions.	72000.0	5222000.0	S1 derived from TOT - S2 in CDP2016 dataset	C	4488519.76518656	4821733.44661376	4655126.60590016	4560519.76518656	4893733.44661376	4727126.60590016	1.0		(47.6062095, -122.3320708)	47.61	-122.333056	https://en.wikipedia.org/wiki/Seattle	USA	North America	662400.0	2015.0				405147.2068879		575732.0	2005.0	704352.0	2016.0	https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045216	795000.0	2206000.0	3298000.0	1.023995524983453	1.0203102678062106	1.0	3692.0		369.2		217.4037606	2010.0	https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045216	2858.0		1559.404117009751		29963.291726615385	15.0	11.0	KBFI	42.0	1917.0	1690	7	300827000000.0	USD     US Dollar	2014.0	US Dept Commerce for Seattle-Tacoma-Bellevue region							267.473	73012.0	[1]	2014.0	211.0	61177.152797912444	[3], [19]		62472.08565881372		62472.08565881372	154.19601714321846	13.5	0.78	0.56		2.49	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table		80.73100000000001	1.0		27.6	2013	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	0.97	0.86	2.12	2011-2015	https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045216		23.0	55.0	9.6	12.6%	53	0.34	0.03	54%	77%														City of Seattle Urban Area	785.4375	792.625	784.0625	1599.4375	1721.5	1798.4375	0.329341160438178	0.315268731666087	0.30360600193610804	0.670658839561822	0.684731268333913	0.6963939980638921	449.34087352408	849.743879024752	247.83981794282602	1431.71096497202	239.17352416345798	1648.19361516203	42870000000.0	766200000000.0	0.06	0.017698981699999998	0.036729479100000004	0.0356646952	
265	Seberang		SEBERANG PERAI MUNICIPAL COUNCIL						Municipality				8131.48208	carbonn	tCO2-eq	2016.0	Community - GPC																		5.377294	100.40014599999999	carbonn	Malaysia	Southeast Asia			1016000.0	2016.0						818197.0	2010.0	Wikipedia											751.0	2010.0	Wikipedia											0	721						12286098341.4965																															0.65	0.68																											Seberang Urban Area	296.8125	291.6875	295.5	408.0	504.625	546.0625	0.421122638999734	0.3662977788242679	0.351132565911623	0.578877361000266	0.633702221175732	0.6488674340883771	1542.17625441918	13730.135425836299	269.89426812951	2343.36654934376	321.629769815624	2917.7461438558303							
266	Semarang		City of Semarang						Municipality				1770297.41	carbonn	tCO2-eq	2010.0	Community																		-6.96667	109.417	carbonn	Indonesia	Southeast Asia			1500000.0	2010.0						1555984.0	2010.0	Wikipedia											373.78	2010.0	Wikipedia											0	1339						6417277136.0435705									9.0	5784061.696658097	[3], [19]																				0.8	0.93					143.0	32.0	6.9	15.2%																			Semarang Urban Area	899.9375	1105.1875	1251.0625	562.0	734.0	1139.0625	0.615578641357787	0.60091072824277	0.523429736938445	0.384421358642213	0.39908927175723	0.47657026306155503	1487.60039406157	11123.721606003899	1266.65209629755	7779.868231167909	862.576155796912	5657.64482895421							
267	Sendai		Sendai City						Municipality				6573042.0	carbonn	tCO2-eq	2011.0	Community																		38.2681	140.87	carbonn	Japan	East Asia			1073242.0	2014.0						1025126.0	2017.0	Wikipedia											786.3	2017.0	Wikipedia						105.5					1937	61						56716427749.0233					75.317	33765.35461310858	[1]	2014.0	52.09355		[24]	2012.0																28.5			1.1	1.38	2.18																										Sendai Urban Area	159.375	178.5	185.8125	258.1875	291.25	311.9375	0.38167938931297707	0.37998935604044703	0.373304871923656	0.6183206106870229	0.620010643959553	0.626695128076344	6911.87799581813	11446.8112271371	433.889935569457	4582.44648420473	394.76430370818	4219.0596538491							
268	Seoul	Seoul Metropolitan Government					Seoul 	Administrative boundary of a local government		Seoul City	1998.0	2016.0	25082520.0	CDP	tCO2-eq	2013.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O; HFCs; PFCs; SF6	Plus, For Local Government Greenhouse Gas Inventories.,  Korea Environment Corporation, 2010,)			22530144.0	47612664.0		A	20551223.48991702	21930435.898256823	21240829.694086924	43081367.48991703	44460579.89825682	43770973.69408693	1.0		(37.566535, 126.9779692)	37.567	126.96666699999999	https://en.wikipedia.org/wiki/Seoul	South Korea	East Asia	10297138.0	2015.0						10321496.0	1998.0	9995784.0		(Special City) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-pop-38	1021000.0	10544000.0	9751000.0	1.0383259869847177	0.9960982748914232	1.0	605.0		605.21		605.21		(Special City) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-seoul1-39			17054.40425637382		419555.6760604549	85.0	12.1	RKSL			2416	103	327602162000000.0	KRW     South Korean Won	2014.0	Korean Statistical Information Service							845.9060000000001	34355.0	[1] The number is for Seoul-Incheon	2014.0	233.3	23820.706555033696	[3], [19]				29000.0		4.1	1.4	1.51	61.83	2.51	2009.0			81.345	0.0	Major River	47.95	2017	Big data analysis conducted by the nation’s No. 2 mobile carrier KT referenced in http://www.koreaherald.com/view.php?ud=20170621000809&mod=skb	1.37	1.55	2.47	2017	http://english.seoul.go.kr/seoul-citizens-happiness-level-highest-three-years/											14.0	53.0	24.0	15.0	19.0	2.0	39.0	59.0	4.0	78.0	84.91	7.0	RA	Seoul Urban Area	1144.0	1232.0	1282.0	1251.0625	1519.9375	1749.5625	0.47764933065421095	0.447684585859962	0.42288423873827397	0.52235066934579	0.5523154141400379	0.5771157612617261	1026.2677514316902	3280.4775958576097	888.642792008586	12698.7273859011	1142.5159416835902	12838.750900360701	0.0	1.0	0.0	0.0109325943	0.0157162134	0.0157162134	
269	Shanghai			Shanghai	Shanghai	Shanghai	Shanghai 			Shanghai Government Administered Area (Province) 	2006.0		47538733.2263	PKU	tCO2	2010.0	Other																2.35133671793		31.2286111111	121.47472222200001	wikipedia	China	East Asia					20217748.0	14502576.0	9570000.0	18150000.0	2006.0	23019196.0	2010.0	(municipality), from wikipedia	4301000.0	7823000.0	19554000.0	1.0255600687717372	1.046870866723442	1.0			6340.5	1921.1	6341.0		(city), from wikipedia	3700.0	19631.0	2862.5502720605627		227937.02515804497			ZSSS	601.0	1147.0	1290	410									169715503.0	71923.6	0.00235133671793	15288.713910799997	[1]	2014.0	250.7	11234.595563500001	[3], [19]		9584.504159812714	2474.12	15300.0	140.53883158386188	10.9	1.01	0.99	52.89	2.89	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	Section 4-5	42.522	1.0					1.09	1.17									22	0.41	0.05	76%	77%	79.0	165.0	61.0	12.0	12.0	4.0	148.0	163.0	7.0	102.0	63.73	80.0	RA	Shanghai Urban Area	3645.25	4112.625	3873.9375	2201.9375	3295.9375	5733.8125	0.623419378974934	0.5551178113162979	0.403209648460878	0.376580621025065	0.44488218868370205	0.5967903515391221	303255.045263672	0.0	806.5691356336611	7776.41111585553	604.985554191824	7113.68328676631							
270	Shantou			Shantou									2213793.0	PKU	tCO2	2010.0	Other																0.6		23.35	116.666666667	wikipedia	China	East Asia					3689655.0					5389328.0		(pref.-level city), from wikipedia										230.9	2248.39		(city), from wikipedia											50	588									11995195.0	27836.15	0.0006		[1]	2014.0	18.0	3376.47720878	[19]																				1.09	1.17																											Shantou Urban Area	1053.8125	1079.875	1140.6875	2035.5625	2097.0625	2187.9375	0.341108638478657	0.339910684424859	0.34269030004881895	0.658891361521343	0.6600893155751411	0.657309699951181	2099.65516350487	9851.28115096789	668.317864582768	4880.71933138295	713.1003276736541	5519.8396856951595							
271	Shenyang			Shenyang	Shenyang								12745308.0	PKU	tCO2	2010.0	Other																2.04		41.8	123.4	wikipedia	China	East Asia					6247700.0	7035600.0				6255921.0		wikipedia, urban values						1.0		12942.0		591.0	3464.0		(urban), from wikipedia	543.6254056560037			61844.40883405207				ZYYY	198.0	3642.0	3671	73									41849101.0	42649.95	0.0020399999999999997		[1]	2014.0	64.3	10511.688736299999	[3], [19]		10380.615259849752			107.24381083876531		1.01	0.99		3.14	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Liaoning"""	42.522	0.0	River, Mountains				1.09	1.17									32	0.39	0.02	60%	73%	139.0	178.0	137.0	147.0	137.0	111.0	172.0	143.0	36.0	129.0	42.7	162.0	B	Shenyang Urban Area	497.6875	541.4375	612.6875	778.5625	873.5625	1179.75	0.389960822722821	0.38264134275618394	0.341818055022839	0.6100391772771789	0.617358657243816	0.658181944977161	1593.8839074455	6975.4203655262	886.041865755634	7372.01408337213	599.6544359006909	6155.90278915794							
272	Shenzhen			Shenzhen	Shenzhen								20444357.3118	PKU	tCO2	2010.0	Other																1.97370200148		22.55	114.1	wikipedia	China	East Asia					10358381.0	7233375.0				12528300.0	2017.0	(sub-provincial city), from wikipedia						1.0				932.6	2050.0		(city), from wikipedia	5100.0							ZGSZ	1074.0	142.0	146	709									95815101.0	50455.03	0.0		[21]	2015.0	141.5	13605.7692308			23296.36526792619			94.40970309134316		1.01	0.99	40.04	3.65	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Guangdong"""	42.522	1.0					1.09	1.17									15	0.44	0.07	62%	84%	94.0	162.0	149.0	49.0	18.0	36.0	177.0	146.0	27.0	81.0	53.96	118.0	M	see: Guangzhou and Hong Kong Urban Area																									
